Date,BTC-USD,ETH-USD,XRP-USD,LTC-USD,ADA-USD,BNB-USD,SOL-USD,DOGE-USD,TRX-USD,LINK-USD
2023-06-12,-0.0007856342026842933,-0.005830653396786247,0.008222629749454032,-0.002319887623768201,0.01024149405219692,-0.0175706255887828,-0.023423322017561712,-0.0013014480444409455,0.0127300163220061,-0.002902759657961351
2023-06-13,0.0011211542039807445,-0.00140695864642246,-0.011299555253933394,0.0,0.0014545457109943617,0.05427199243921062,-0.009923998085987791,0.0051956603322504446,0.01076406562750337,0.026770241064604832
2023-06-14,-0.03155784923802867,-0.05260319656222012,-0.07829474985298551,-0.0577658088931679,-0.04420403955692493,-0.026137144367692218,-0.03794493156412337,-0.022436051229393742,-0.012874513122049474,-0.00947874395454377
2023-06-15,0.018526725673652867,0.009650728476360676,0.0,0.019628379743581656,-0.004949562741166704,-0.006325131776968814,0.019829709585718062,0.018866936473706054,-0.00028172982296494433,0.011740335570600476
2023-06-16,0.028745138290379006,0.03011264842388073,-0.008786667409829942,0.02030189810840608,0.004569695690065268,0.012192709382384441,0.03590811312630407,0.010669354363398885,-0.006359995998262657,0.0022564883587323885
2023-06-17,0.006507155969033793,0.0057115151433317,0.007327573873219276,0.009543179818576686,0.013210231736806482,0.021497314000598948,0.021325525447572723,0.0001607846293357545,0.015615425972423304,-0.008488214691385975
2023-06-18,-0.006698102267960423,-0.00394930791589547,0.01531803911308819,0.004284329825064509,-0.021604023865275088,-0.0016373315160123586,-0.01222273177341068,-0.0012870014646473376,-0.020875229128583306,-0.02357560076453831
2023-06-19,0.0189678131440085,0.0093463488990178,0.013872111477805824,0.003749923577032653,0.009153381986487201,-0.004105096076836691,0.0412102686466629,0.005298238291100343,-0.002425973362479379,-0.0044708014987748235
2023-06-20,0.05308872645011515,0.031103921349883094,-0.0014191588798459591,0.03612331164692587,0.02659830897735561,0.01874545517323617,0.03299016340264522,0.010829855807947746,0.008252750311290505,0.02577065692308625
2023-06-21,0.057849597296170514,0.052779084512651064,0.014101764708192544,0.05709616865614967,0.05641876883581434,0.00443102436971052,0.034842615146775786,0.03853203097725177,0.02463385584845074,0.05341748439084509
2023-06-22,-0.0036396889082070654,-0.00909309877120227,-0.012277501508445527,0.010293692483260914,0.012845168805259188,-0.03268264743035842,-0.036045261112536045,-0.0009149131470773596,-0.0009682551416952459,0.00035990642821451594
2023-06-23,0.026533986237444202,0.01095467625486762,0.004646942395924067,0.060179564174124775,0.022848393776221925,0.014430264829028837,0.030224522908726185,0.04007114061762341,0.012241401746639161,0.08812027375109509
2023-06-24,-0.005262367873937984,-0.009380070314859884,-0.019540617680943447,-0.01713032992806442,-0.025265939419221988,-0.0328716927317517,-0.029021876942965884,-0.0228293341831174,-0.013072081567352888,0.010325421572439803
2023-06-25,-0.002123952410926466,0.012634781833543817,0.00778054703112776,-0.016975282558446495,0.009977719109085624,0.01010109598650392,0.01904819497069441,0.0004497414062765312,0.012798633384079277,0.0039056192852263286
2023-06-26,-0.00641095284669021,-0.021199536794378554,-0.023316851246272415,-0.011287959773851507,-0.0405224844309443,-0.011370937426979809,-0.041534709132810696,-0.03012550955239295,0.009526473788214387,-0.016375017930262907
2023-06-27,0.013925651745678577,0.01633201125366475,0.009971000765011786,0.00981294957847397,0.02186264792657303,0.005912179383228624,0.021885371973889758,0.012586505377530461,0.006614941434508771,0.023012031366746278
2023-06-28,-0.020241978544881276,-0.033121168263168056,-0.0402795620849942,-0.059050410192475415,-0.07156231647884562,-0.029483015639737323,-0.040496330977915114,-0.04667982386535671,-0.007699099285653886,-0.06378587339492879
2023-06-29,0.012223257058951633,0.01302732275023142,0.021290989466339838,0.020388187585480215,0.030624049648710124,0.010782938206752813,0.11910408573552049,0.013493339099929233,0.009446763910088857,0.012984976568922366
2023-06-30,0.0008105804662547625,0.04322107124698339,-0.0037990759074423394,0.249122063916791,0.04163561692813039,0.030420596700711934,0.04722722924286975,0.04682099381624707,0.023233703562582655,0.06918523684593825
2023-07-01,0.0037308892745919983,-0.00481561414669504,0.0006341824544015696,-0.014828816673460756,0.01898900488830444,0.031137296298721594,-0.008519753344770523,0.030379457088359454,0.013814894545534473,0.02965260950152619
2023-07-02,0.001017271646457164,0.006721965869777927,0.023599299226589245,0.0587444569955834,-0.002739727741120216,-0.005663445558400081,0.0393235462039143,-0.007324966827260426,-0.01604835799778993,0.005673556582092562
2023-07-03,0.01745687224902878,0.00927821051935302,0.009245058144051209,-0.05715841383994864,0.01733852716227304,0.0,-0.009816663694475652,0.00644879854691056,0.016695314092038196,0.013365934095209182
2023-07-04,-0.012586501609656327,-0.009939080826960508,-0.003687773079184736,-0.02836533180783615,-0.014598799421152749,-0.01636028310520691,-0.006772622917818084,0.006552626285154984,-0.0036283569675089403,-0.016275361153251258
